Año,Cantón,Provincia,Empleo total registrado,Empleo masculino registrado,Empleo femenino registrado,Salario promedio total registrado,Salario mensual promedio masculino registrado,Salario mensual promedio femenino registrado,Ventas locales,Recaudación tributaria,Valor agregado bruto de producción,Población,Número de nuevas compañías,Valor agregado bruto de producción per cápita,variación interanual de la producción per cápita,variación interanual real de la producción per cápita
2022,Taisha,Morona Santiago,1155.583333,757.5,398.0833333,825.7854818,802.0185903,871.2476603,7228811.38,1072025.85,34290230,28457,7,1204.984011,7.525266702,4.061445718
2023,Taisha,Morona Santiago,1313.333333,822.75,490.5833333,869.6471761,854.7059886,894.7812602,8985283.01,1142629.82,38449110,29225,30,1315.623952,9.181859687,6.961688864
2024,Taisha,Morona Santiago,1353.583333,850.0833333,503.5,875.698466,865.6903432,892.6253153,15282699.13,1840784.52,,,17,,,
2019,Logroño,Morona Santiago,217.9166667,148.5,69.41666667,713.5527649,739.3200378,658.9015706,5772068.103,277755.45,11550040,7400,2,1560.816216,2.690939858,2.424523521
2020,Logroño,Morona Santiago,218.3333333,147.75,70.58333333,757.273511,789.1148224,691.1570791,5758187.941,208027.71,12788280,7510,2,1702.833555,9.098914886,9.437514044
2021,Logroño,Morona Santiago,240.1666667,157.25,82.91666667,717.6809829,724.2939555,706.1232045,7534280.44,379536.06,11912420,7609,4,1565.56972,-8.060907349,-8.202338108
2022,Logroño,Morona Santiago,273.1666667,189,84.16666667,699.2042338,702.0129852,693.8145905,9047802.637,319953.86,13415700,7711,5,1739.813254,11.12972048,7.665899494
2023,Logroño,Morona Santiago,276.0833333,183.1666667,92.91666667,710.1551158,712.47995,705.9978892,6895544.32,466313.72,16389880,7814,8,2097.50192,20.55902638,18.33885556
2024,Logroño,Morona Santiago,297.8333333,201.9166667,95.91666667,736.1110331,732.1217194,747.0600993,7247386.484,956619.01,,,7,,,
2019,Pablo Sexto,Morona Santiago,127.8333333,81.75,46.08333333,725.3648478,740.3718669,696.978358,2524281.693,202119.64,6638700,2193,4,3027.222982,-1.04152626,-1.307942596
2020,Pablo Sexto,Morona Santiago,124.3333333,76.25,48.08333333,737.2309032,737.9584961,736.6732686,1813280.655,129066.47,6670190,2232,4,2988.43638,-1.281260169,-0.942661011
2021,Pablo Sexto,Morona Santiago,141.5833333,92.83333333,48.75,722.7820016,743.980423,684.5168101,2037101.736,237043.35,7501300,2268,4,3307.451499,10.67498446,10.5335537
2022,Pablo Sexto,Morona Santiago,162.5833333,103.8333333,58.75,721.1839345,741.2628428,687.4626872,3071483.942,371241.2,8689610,2303,1,3773.169779,14.08088008,10.6170591
2023,Pablo Sexto,Morona Santiago,149.8333333,94.83333333,55,751.2287394,766.1697439,726.1673686,3167096.16,403946.38,9219750,2341,2,3938.381034,4.378579945,2.158409122
2024,Pablo Sexto,Morona Santiago,152.5833333,93.5,59.08333333,764.2038167,787.0436045,728.3122609,2712691.691,412433.33,,,5,,,
2019,Tiwintza,Morona Santiago,252.4166667,184.1666667,68.25,729.0161743,751.1280924,670.3011932,5396522.287,250195.25,12620160,9342,4,1350.905588,4.867243236,4.6008269
2020,Tiwintza,Morona Santiago,217.4166667,159.3333333,58.08333333,724.676251,742.8597107,675.4059855,5879403.64,223103.69,13685970,9532,7,1435.792069,6.28367237,6.622271527
2021,Tiwintza,Morona Santiago,210.25,152.1666667,58.08333333,728.4489922,771.1788737,618.0724996,4674358.85,330249.18,14125590,9711,5,1454.596849,1.309714723,1.168283964
2022,Tiwintza,Morona Santiago,215,156.9166667,58.08333333,783.1706238,823.7345785,672.9318186,4268508.61,379444.25,14897420,9893,4,1505.854645,3.523848948,0.060027964
2023,Tiwintza,Morona Santiago,270.5833333,195.5833333,75,754.5668081,765.906901,725.2219645,4927320.09,524087.74,18005930,10080,10,1786.302579,18.62383834,16.40366752
2024,Tiwintza,Morona Santiago,239.25,167.8333333,71.41666667,794.0407562,795.9432475,790.5169576,6666848.081,505857.16,,,4,,,
2019,Tena  ,Napo,9740.583333,4765.583333,4975,821.2816823,819.1891836,823.3068644,145497443.5,8099681.264,279183190,78249,28,3567.88189,-17.40636943,-17.67278577
2020,Tena  ,Napo,9182,4530.833333,4651.166667,829.3159463,821.1671346,837.2566274,116994867.7,6260141.19,203406940,79742,16,2550.813122,-28.5062342,-28.16763504
2021,Tena  ,Napo,9060.833333,4437.25,4623.583333,829.941806,816.2875519,843.0461934,135880698.7,8427340.33,245650170,81081,31,3029.68846,18.77343868,18.63200792
2022,Tena  ,Napo,9353.166667,4641.666667,4711.5,831.3101095,810.5408478,851.7822113,166416485.4,11309015.5,280615020,82422,54,3404.613089,12.37502252,8.911201532
2023,Tena  ,Napo,9607.583333,4704.083333,4903.5,858.3412476,835.0775452,880.6760712,183617051.9,13648134.49,265703110,83809,81,3170.341013,-6.881019051,-9.101189873
2024,Tena  ,Napo,9466.666667,4586.5,4880.166667,867.3148244,849.1251729,884.4279989,191355356.6,12913996.55,,,58,,,
2019,Archidona ,Napo,821.25,519.5,301.75,576.9363556,582.1013845,568.4167379,24579539.08,1125066.292,43734290,30701,13,1424.523305,18.01455024,17.74813391
2020,Archidona ,Napo,821.4166667,496.3333333,325.0833333,574.0810217,590.2225342,549.6246084,19198543.81,742103.26,40189000,31073,4,1293.373668,-9.206563099,-8.867963941
2021,Archidona ,Napo,871.4166667,530.25,341.1666667,560.8596937,572.3117828,542.9960632,29622118.95,1141854.92,40798960,31380,10,1300.158062,0.524550187,0.383119428
2022,Archidona ,Napo,989.6666667,596,393.6666667,573.8871002,579.8716888,565.1121216,37736316.3,2306196.16,46685650,31684,22,1473.477149,13.33061663,9.866795646
2023,Archidona ,Napo,996.8333333,601.6666667,395.1666667,591.9524536,585.3950857,602.1756337,38714144.92,1953498.2,48475600,32002,13,1514.767827,2.802261147,0.582090324
2024,Archidona ,Napo,925.8333333,543.8333333,382,651.3879954,654.3716838,647.9211222,44746213.73,2002806.45,,,16,,,
2019,El Chaco,Napo,1278.833333,787.0833333,491.75,664.1994222,651.4762421,684.7509816,24240767.63,958235.16,130124930,9144,8,14230.63539,1.798414025,1.531997689
2020,El Chaco,Napo,1210.833333,733.6666667,477.1666667,696.7861026,691.6601715,704.7955119,19681224.08,583455.95,132106790,9230,2,14312.76165,0.577108859,0.915708016
2021,El Chaco,Napo,1206.833333,743.6666667,463.1666667,698.319344,687.3095144,715.9798533,24865070.47,873676.7,124248280,9296,6,13365.77883,-6.616352878,-6.757783638
2022,El Chaco,Napo,1290.916667,795,495.9166667,704.691803,690.9880727,726.7021535,28425110.86,1102256.54,140611130,9362,9,15019.34736,12.37165865,8.907837661
2023,El Chaco,Napo,1294.083333,801.5,492.5833333,728.0651805,695.358963,781.3580424,28140235.35,1119265.78,132169880,9432,12,14012.92197,-6.700859696,-8.921030518
2024,El Chaco,Napo,1279.25,789.6666667,489.5833333,732.9044902,699.9752401,785.9973551,28945607.6,1049348.19,,,8,,,
2019,Quijos,Napo,1144.833333,656.5833333,488.25,729.8552704,703.0156352,765.9809011,29971850.76,1916884.294,27713350,6563,4,4222.66494,3.428022917,3.161606581
2020,Quijos,Napo,1039.083333,583.9166667,455.1666667,726.7727456,702.8362122,757.2759959,22707021.59,1126408.18,29715590,6584,2,4513.303463,6.882822276,7.221421434
2021,Quijos,Napo,1038.083333,580.6666667,457.4166667,735.1591478,719.8665365,754.7343953,27786557.91,1401143.8,28177670,6594,6,4273.228693,-5.319269403,-5.460700163
2022,Quijos,Napo,1117.833333,626.6666667,491.1666667,758.5488485,749.0253347,770.7586161,32629083.41,3031588.77,31112580,6605,7,4710.458743,10.23184299,6.76802201
2023,Quijos,Napo,1162.166667,655.75,506.4166667,784.6892598,776.4142303,795.4409231,35277316.28,2825581.68,32560270,6622,15,4916.984295,4.384404209,2.164233386
2024,Quijos,Napo,1197.166667,672.0833333,525.0833333,803.8959808,782.0218048,831.6864319,35762768.69,4262281.27,,,8,,,
2019,Carlos Julio Arosemena Tola,Napo,249.25,187,62.25,643.5877177,631.6767324,677.395635,5785344.248,338609.2,17074970,4508,8,3787.704082,40.61281324,40.34639691
2020,Carlos Julio Arosemena Tola,Napo,273.6666667,199.1666667,74.5,669.7244214,650.3961589,721.2150319,4944140.61,397114.64,14779480,4577,0,3229.075814,-14.7484665,-14.40986735
2021,Carlos Julio Arosemena Tola,Napo,295.0833333,212.8333333,82.25,653.3260294,624.7091217,729.8222504,4132670.962,430545.22,12829670,4636,1,2767.400777,-14.29743567,-14.43886643
2022,Carlos Julio Arosemena Tola,Napo,274.8333333,193.5833333,81.25,690.8778178,673.8598633,732.3586171,4443087.296,659755.05,13390040,4695,8,2851.978701,3.056222464,-0.40759852
2023,Carlos Julio Arosemena Tola,Napo,284.4166667,199.5833333,84.83333333,699.0387065,671.635554,764.1207733,6245378.56,900044.78,15792600,4757,9,3319.865461,16.40568916,14.18551834
2024,Carlos Julio Arosemena Tola,Napo,275.4166667,188.75,86.66666667,705.0270996,681.6067251,756.7992605,6518302.339,618644.22,,,6,,,
2019,Pastaza,Pastaza,10061.41667,5446.916667,4614.5,763.3750559,737.7550761,793.5998433,269126557.2,11976155.94,715082400,79963,22,8942.665983,-14.35174927,-14.6181656
2020,Pastaza,Pastaza,9208.333333,4867.916667,4340.416667,779.4110402,756.1957092,805.4471334,215532001.6,10099209.34,540153640,81648,19,6615.63835,-26.021632,-25.68303284
2021,Pastaza,Pastaza,8848.25,4634.5,4213.75,794.1656009,770.5299581,820.1539154,246031332.9,11667101.47,823837720,83353,37,9883.720082,49.39934076,49.25791
2022,Pastaza,Pastaza,9421.833333,4896.333333,4525.5,805.7115326,775.9850667,837.8749491,273204769.6,14945776.94,1048507720,84976,54,12338.86886,24.84033091,21.37650993
2023,Pastaza,Pastaza,9899.166667,5162.25,4736.916667,838.6766612,802.8103485,877.8155619,298791123.6,17735134.58,854895570,86522,55,9880.672777,-19.92237788,-22.14254871
2024,Pastaza,Pastaza,9693.083333,4997.333333,4695.75,852.5510508,819.4884847,887.7709401,283599867.2,17277875.56,,,65,,,
2019,Mera,Pastaza,730.1666667,435.5833333,294.5833333,611.6933034,658.3884074,544.7718175,18765083.78,1079219.064,36405980,14476,4,2514.919867,16.28867402,16.02225768
2020,Mera,Pastaza,695.0833333,421.8333333,273.25,593.8731873,604.5599314,577.4382782,13580964.88,1003291.84,34746340,14748,2,2356.003526,-6.318942545,-5.980343387
2021,Mera,Pastaza,682.75,404.5,278.25,589.8455314,605.3424784,567.8114217,19042258.58,1237798.16,32926660,15020,15,2192.18775,-6.953121013,-7.094551772
2022,Mera,Pastaza,703.9166667,403.3333333,300.5833333,604.7007345,629.3139598,571.7167155,25589901.8,1956072.82,31251070,15278,13,2045.494829,-6.691622126,-10.15544311
2023,Mera,Pastaza,686.1666667,399.3333333,286.8333333,622.671051,653.0275675,580.7413584,28332920.38,1271811.97,32359690,15520,22,2085.031572,1.932869369,-0.287301453
2024,Mera,Pastaza,670.6666667,369,301.6666667,640.4552968,665.142395,610.2049917,29631501.3,1543709.5,,,7,,,
2019,Santa Clara,Pastaza,327.1666667,231.6666667,95.5,578.4986115,583.2849528,567.148936,5115141.088,273409.56,11437290,4428,2,2582.947154,4.559300676,4.292884339
2020,Santa Clara,Pastaza,307,213.0833333,93.91666667,621.9457673,619.1805827,628.1556193,4478389.019,192828.98,13392130,4487,0,2984.651215,15.55215946,15.89075861
2021,Santa Clara,Pastaza,288.9166667,199.0833333,89.83333333,638.0198786,636.6330414,641.3381907,4743030.1,211792.1,10990600,4548,0,2416.578716,-19.03312842,-19.17455918
2022,Santa Clara,Pastaza,296.4166667,202,94.41666667,653.5948588,659.1671753,642.0380147,6175864.395,366615.52,12203490,4602,6,2651.779661,9.732807111,6.268986127
2023,Santa Clara,Pastaza,308.5833333,216.5,92.08333333,654.3501078,644.2733866,676.809316,7183760,329445.38,12855000,4653,14,2762.73372,4.184135688,1.963964866
2024,Santa Clara,Pastaza,298.4166667,196.5833333,101.8333333,683.7699941,675.5755361,700.4059245,6573822.343,366174.08,,,8,,,
2019,Arajuno,Pastaza,683.5,429.0833333,254.4166667,787.0351664,773.5256653,809.5977071,2296032.092,274278.33,19459870,9312,3,2089.762672,16.6332681,16.36685177
2020,Arajuno,Pastaza,683.8333333,434.8333333,249,786.1658021,765.6037852,822.1331889,1895509.758,301738.29,21424410,9579,1,2236.601942,7.026600288,7.365199446
2021,Arajuno,Pastaza,691.3333333,426.0833333,265.25,787.4507133,768.2516836,818.3974762,3188448.282,556398.43,22160620,9850,0,2249.809137,0.59050272,0.449071961
2022,Arajuno,Pastaza,736.25,433.1666667,303.0833333,795.0361888,772.3423513,827.5865835,2691622.537,586615.92,23552070,10113,17,2328.890537,3.515027056,0.051206072
2023,Arajuno,Pastaza,807,479.3333333,327.6666667,806.6338247,779.7370758,846.0922699,4238661.76,770129.94,29740800,10367,31,2868.795216,23.1829135,20.96274268
2024,Arajuno,Pastaza,819.0833333,475.8333333,343.25,804.3869375,784.3893433,832.5612233,5508105.955,984414.53,,,13,,,
2019,Distrito Metropolitano de Quito,Pichincha,884817.8333,518979.5833,365838.25,876.0430959,893.8503011,850.7766113,73827491029,7145800685,25282105580,2752623,3007,9184.732373,-3.234771962,-3.501188299
2020,Distrito Metropolitano de Quito,Pichincha,804998.3333,469198.75,335799.5833,867.726879,878.4779409,852.7069702,57491259889,5999323721,21918040450,2782399,3489,7877.389422,-14.23387093,-13.89527178
2021,Distrito Metropolitano de Quito,Pichincha,789795.8333,460776.1667,329019.6667,887.3679854,897.5270182,873.1428782,72092714188,6644380218,24460635370,2792784,5439,8758.513143,11.18547877,11.04404801
2022,Distrito Metropolitano de Quito,Pichincha,818389.1667,476607.9167,341781.25,914.9879049,926.3625081,899.1258494,83419733996,8130039822,25183672450,2804269,6418,8980.476712,2.534260846,-0.929560138
2023,Distrito Metropolitano de Quito,Pichincha,840320.3333,487253.75,353066.5833,939.8525136,949.053594,927.1590474,85704185201,8392840440,27374250810,2820059,6451,9706.978049,8.089785875,5.869615052
2024,Distrito Metropolitano de Quito,Pichincha,840165.0833,485624.25,354540.8333,952.7570648,961.9807129,940.1249593,85115670085,9768836181,,,6206,,,
2019,Cayambe,Pichincha,21035.25,11990.08333,9045.166667,585.3087616,577.0366364,596.2714895,584939378.1,23379670.67,533055800,108378,24,4918.487147,7.815023348,7.548607011
2020,Cayambe,Pichincha,19407,11225.66667,8181.333333,577.9664096,563.8196971,597.4166056,530654202,19093673.63,481564950,109689,15,4390.275689,-10.73930748,-10.40070833
2021,Cayambe,Pichincha,20725.91667,11938.58333,8787.333333,594.0511094,580.5375773,612.4094849,724414430.3,25391830.27,525801870,110238,47,4769.69711,8.642314248,8.500883489
2022,Cayambe,Pichincha,22563.66667,13017.83333,9545.833333,616.4550323,602.0047862,636.1556702,799019685.9,34771352.61,541634210,110830,50,4887.072183,2.46084961,-1.002971374
2023,Cayambe,Pichincha,24275.91667,14101.5,10174.41667,641.2075857,622.5148926,667.127121,892830102.9,32756922.17,609465150,111595,65,5461.401945,11.75202126,9.531850438
2024,Cayambe,Pichincha,25325.66667,14708.41667,10617.25,649.5652212,631.4169006,674.7619273,935506231,36242016.11,,,79,,,
2019,Mejía,Pichincha,17484.75,10491.66667,6993.083333,686.0447489,714.3651123,643.5790354,745144783.1,30538070.45,604666090,102197,26,5916.671624,-0.530271395,-0.796687732
2020,Mejía,Pichincha,16477.58333,9929,6548.583333,670.5537019,687.4289653,644.9558818,675782228.2,22203013.78,534470140,103703,13,5153.85418,-12.8926784,-12.55407925
2021,Mejía,Pichincha,16365.08333,9827.583333,6537.5,691.5565552,715.0015157,656.351593,737365916.5,27875983.67,601682580,104488,34,5758.389289,11.72976743,11.58833667
2022,Mejía,Pichincha,15331.41667,8786.5,6544.916667,666.0442403,666.0372264,666.0550588,845101495.6,34833520.98,632948460,105317,37,6009.936288,4.368356953,0.904535969
2023,Mejía,Pichincha,15579.41667,8952.25,6627.166667,694.4815928,684.5433807,707.9062093,1183433223,30562458.74,616562370,106307,73,5799.828516,-3.496006646,-5.716177469
2024,Mejía,Pichincha,15714.58333,9006.833333,6707.75,702.4408671,691.0327708,717.7645874,1214309818,33976127.44,,,67,,,
2019,Pedro Moncayo,Pichincha,13325,7379.75,5945.25,529.690244,545.600886,509.9440257,346703382.7,17122873.5,304724470,41200,17,7396.225,-2.065141112,-2.331557448
2020,Pedro Moncayo,Pichincha,12331.5,6815.583333,5515.916667,518.2460557,530.8773905,502.6641134,314263833.5,11661299.38,278162450,41795,10,6655.400167,-10.01625603,-9.677656872
2021,Pedro Moncayo,Pichincha,14313.08333,8100.666667,6212.416667,537.3357489,547.8842061,523.6147995,433572696.3,17184955.63,313101460,42102,20,7436.736022,11.73987792,11.59844716
2022,Pedro Moncayo,Pichincha,15848.16667,9139.083333,6709.083333,548.9759318,556.8283234,538.2844289,462342689.9,20907048.28,319985200,42425,42,7542.3736,1.420483101,-2.043337883
2023,Pedro Moncayo,Pichincha,16391.75,9439.083333,6952.666667,577.8112386,582.4140523,571.5607656,547883282.8,17481479.31,343097130,42814,38,8013.666791,6.248605754,4.028434931
2024,Pedro Moncayo,Pichincha,16684.41667,9579.666667,7104.75,598.4317983,606.7108816,587.2960765,599868887.2,21238271.81,,,50,,,
2019,Rumiñahui,Pichincha,44339,26868.08333,17470.91667,762.2305145,788.5940603,721.6880239,4131902380,232804054.2,1159015780,108424,56,10689.66078,4.212576183,3.946159846
2020,Rumiñahui,Pichincha,42907.25,25991.25,16916,750.7053065,775.7898763,712.1411387,3851218580,212668115.6,1043326710,109916,59,9492.036737,-11.20357385,-10.86497469
2021,Rumiñahui,Pichincha,42450.91667,25851.25,16599.66667,771.1234131,798.7769419,728.0586751,4109282172,209966076.7,1154173830,110646,142,10431.2296,9.894534608,9.753103849
2022,Rumiñahui,Pichincha,44222.66667,26934.16667,17288.5,798.6855164,828.096756,752.868515,4498643104,259764277.4,1188272630,111420,188,10664.80551,2.239198279,-1.224622705
2023,Rumiñahui,Pichincha,45876.91667,27753.83333,18123.08333,817.1286672,848.5685577,768.9796041,4724953587,259732062.3,1213453980,112367,221,10799.02445,1.258522116,-0.961648706
2024,Rumiñahui,Pichincha,45893.41667,27873,18020.41667,830.6495667,857.7349294,788.7737325,4826406645,324583744.1,,,188,,,
2019,San Miguel De Los Bancos,Pichincha,995.6666667,630.8333333,364.8333333,540.8571879,543.908844,535.6171875,66129535.09,2684939.39,34118040,15701,4,2172.98516,10.70621146,10.43979513
2020,San Miguel De Los Bancos,Pichincha,894.25,571.5,322.75,553.7216103,559.9247996,542.8891398,63435344.83,1908418.34,29524740,15354,4,1922.93474,-11.50723091,-11.16863175
2021,San Miguel De Los Bancos,Pichincha,882.9166667,554.3333333,328.5833333,560.3847875,564.4937439,553.4985809,72622023.72,2498058.8,33116310,14964,10,2213.065357,15.0879076,14.94647684
2022,San Miguel De Los Bancos,Pichincha,987.5,610.0833333,377.4166667,580.1138255,581.4845683,578.036616,85492317.11,3135834.1,35606660,14647,6,2430.98655,9.847029263,6.383208279
2023,San Miguel De Los Bancos,Pichincha,1084.5,679.25,405.25,611.596522,617.9490204,601.0786489,104658766.6,3323541.25,38814480,14411,17,2693.392547,10.79421839,8.574047566
2024,San Miguel De Los Bancos,Pichincha,1096.083333,683.75,412.3333333,630.9052684,636.3768667,621.8005524,116569594,3135529.54,,,17,,,
2019,Pedro Vicente Maldonado,Pichincha,1194.5,698.1666667,496.3333333,658.1439768,613.0299123,721.6487223,69374495.12,1339745.06,84242270,16054,6,5247.431793,-18.12383543,-18.39025176
2020,Pedro Vicente Maldonado,Pichincha,1120,643.9166667,476.0833333,675.8568248,624.1892446,745.8752289,66996953.26,1268880.25,77206680,16222,2,4759.381087,-9.300753675,-8.962154517
2021,Pedro Vicente Maldonado,Pichincha,1038.166667,615.75,422.4166667,672.1906519,626.2565562,739.2395172,78871011.54,1777025.74,64414010,16276,5,3957.606906,-16.84618581,-16.98761657
2022,Pedro Vicente Maldonado,Pichincha,1311.666667,795.25,516.4166667,664.7716827,615.0528615,741.3859914,98548394.85,2346337.22,66196190,16336,7,4052.166381,2.389309433,-1.074511551
